KingCountyBellevueQFC,King County,Bellevue,QFC,https://www.qfc.com/i/coronavirus-update/vaccine,"1510 145TH PL SE|Bellevue, WA 98007",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountyBellevueSafewayPharmacy1600,King County,Bellevue,Safeway Pharmacy 1600,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyBellevue,"300 Bellevue Way NE|Bellevue, WA 98004",,,"Appointments are required. Please schedule on our website.  If there are no dates listed, all appointments have been filled. Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates. The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyBellevueSeaMarBellevue,King County,Bellevue,Sea Mar - Bellevue,https://www.seamar.org/covid-vaccine,"3801 150th Ave SE|Bellevue, WA 98006",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
KingCountyBellinghamMtShuksanFamilyMedicine,King County,Bellingham,Mt. Shuksan Family Medicine,https://www.mtshuksanfamilymedicine.com/,"2101 Cornwall Ave, ste 101|Bellingham, WA 98225|",360-647-1900,CLINIC@MTSHUKSANFAMILYMEDICINE.COM,Contact via email at CLINIC@MTSHUKSANFAMILYMEDICINE.COM,2/9/21 17:01
KingCountyBothellQFC,King County,Bothell,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"18921 BOTHELL WAY NE|Bothell, WA 98011",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountyBurienFredMeyerStoresBurien,King County,Burien,"Fred Meyer Stores, Burien",https://www.fredmeyer.com/rx/guest/get-vaccinated,"14300 First Avenue South|Burien, WA 98168|",206-433-6446,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyBurienSeaMarBurien,King County,Burien,Sea Mar - Burien,https://www.seamar.org/covid-vaccine%C2%A0,"14434 Ambaum Blvd SW #5|Burien, WA 98166",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
KingCountyBurienStAnneHospitalformerlyHighlineMedicalCenter,King County,Burien,St. Anne Hospital (formerly Highline Medical Center),https://www.chifranciscan.org/patients-and-visitors/covid-19/vaccine-information.html,"16251 Sylvester Rd SW|Burien, WA 98166",,,"Vaccine is provided by appointment only. Please visit COVID 19 Vaccine to schedule an appointment
If you have questions please call: 253-792-2385 8-4:30 seven days a week.",2/9/21 17:01
KingCountyCovingtonCostcoPharmacy,King County,Covington,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctxyd41v/?&e_id=4989,"27520 COVINGTON WAY SE|Covington, WA 98042",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyDesMoinesSeaMarCommunityHealthCenterDesMoines,King County,Des Moines,Sea Mar Community Health Center - Des Moines,https://www.seamar.org/covid-vaccine,"2781 S 242nd St|Des Moines, WA 98198",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
KingCountyEnumclawQFC,King County,Enumclaw,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"1009 MONROE ST|Enumclaw, WA 98022",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountyEnumclawSTELIZABETHHOSPITAL,King County,Enumclaw,ST ELIZABETH HOSPITAL,https://www.chifranciscan.org/patients-and-visitors/covid-19/vaccine-information.html,"1455 Battersby Ave|Enumclaw, WA 98022",,,"Vaccine is provided by appointment only. Please visit: COVID 19 Vaccine to schedule an appointment.
If you have questions please call: 253-792-2385 8-4:30 seven days a week.",2/9/21 17:01
KingCountyFederalWayCostcoPharmacy,King County,Federal Way,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx6gxv6/?&e_id=5031,"35100 ENCHANTED PARKWAY S.|Federal Way, WA 98003",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyFederalWayFredMeyerStoresFederalWay,King County,Federal Way,"Fred Meyer Stores, Federal Way",https://www.fredmeyer.com/rx/guest/get-vaccinated,"33702 21st Ave. SW|Federal Way, WA 98023|",253-952-0133,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyFederalWaySEAMARFEDERALWAY,King County,Federal Way,SEA MAR - FEDERAL WAY,https://www.seamar.org/covid-vaccine,"31405 18th Ave S|Federal Way, WA 98003",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
KingCountyFederalWaySTFRANCISHOSPITAL,King County,Federal Way,ST FRANCIS HOSPITAL,https://www.chifranciscan.org/patients-and-visitors/covid-19/vaccine-information.html,"34515 9th Ave S|Federal Way, WA 98003",,,"Vaccine is provided by appointment only. Please visit: COVID 19 Vaccine to schedule an appointment.
If you have questions please call: 253-792-2385 8-4:30 seven days a week.",2/9/21 17:01
KingCountyIssaquahCostcoPharmacy,King County,Issaquah,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctxq8qyy/?&e_id=5061,"1801 10TH AVE NORTHWEST|Issaquah, WA 98027",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyIssaquahFredMeyerStoresIssaquah,King County,Issaquah,"Fred Meyer Stores, Issaquah",,"6100 E. LK Sammamish Pk. SE|Issaquah, WA 98029|",425-416-1133,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyIssaquahQFC,King County,Issaquah,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"1540 GILMAN BLVD|Issaquah, WA 98027",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountyIssaquahQFC,King County,Issaquah,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"4570 KLAHANIE DR SE|Issaquah, WA 98029",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountyKentFredMeyerStoresCovington,King County,Kent,"Fred Meyer Stores, Covington",https://www.fredmeyer.com/rx/guest/get-vaccinated,"16735 SE 272nd|Kent, WA 98042|",253-639-7433,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyKentFredMeyerStoresKent,King County,Kent,"Fred Meyer Stores, Kent",https://www.fredmeyer.com/rx/guest/get-vaccinated,"10201 SE 240TH St|Kent, WA 98031|",253-859-5533,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyKentFredMeyerStoresRedondo,King County,Kent,"Fred Meyer Stores, Redondo",https://www.fredmeyer.com/rx/guest/get-vaccinated,"25250 Pacific Hwy South|Kent, WA 98032",,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyKentKentaccessoShoWareCenter,King County,Kent,Kent accesso ShoWare Center,https://www.kingcounty.gov/depts/health/covid-19/vaccine/distribution.aspx,"625 W James St|Kent, WA 98032",,,"Appointments are required in advance. At this time, residents of south King County who 1) are age 75 or older, OR 2) are age 50 or older and cannot live independently, or live with and care for kin, OR 3) are providing care (paid or unpaid) for someone age 50 or older who cannot live independently, can register for an appointment at this link: www.kingcounty.gov/vaccine",2/9/21 17:01
KingCountyKentOnestopMedicalClinic,King County,Kent,Onestop Medical Clinic,,"1314 Central Ave S|Suite 102|Kent, WA 98032",,covid.onestop@gmail.com,"As of this week, we are allocated Moderna Booster (#2) Vaccines by the Department of Health (DOH), WA.  If you already had COVID19 Moderna Dose 1 and are looking for Moderna Booster (#2) Vaccine between 2/1/2021 to 2/6/2021 then please email us at moderna2.onestop@gmail.com
We will update the DOH as well as our website, once we are allocated COVID19 Pfizer/ Moderna Primary (Dose 1) and Pfizer Booster (Dose 2) vaccines. As an interim, we can add ONLY an eligible person on our waiting list at covid.onestop@gmail.com. We will keep you posted by email.
We ask that for everyone’s safety, please do not visit our clinic without an appointment. Please do not call us to inquire about COVID19 Vaccine as we are experiencing extremely high call volumes. We appreciate your patience",2/9/21 17:01
KingCountyKentSafewayPharmacy1294,King County,Kent,Safeway Pharmacy 1294,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyKent,"210 Washington Ave S|Kent, WA 98032",,,"Appointments are required. Please schedule on our website.  If there are no dates listed, all appointments have been filled. Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyKentSEAMARKENT,King County,Kent,SEA MAR - KENT,https://seamar.org/,"233 2nd Ave S|Kent, WA 98032",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
KingCountyKirklandCostcoPharmacy,King County,Kirkland,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx5cjym/?&e_id=5003,"8629 120TH AVE NE|Kirkland, WA 98033",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyKirklandEVERGREENHOSPITALMEDICALCENTER,King County,Kirkland,EVERGREEN HOSPITAL MEDICAL CENTER,https://evergreenhealth.com/,"12040 NE 128th St|Kirkland, WA 98034|",(425) 899-4002,,Please visit our website for the latest COVID-19 vaccine information and availability for the organization,2/9/21 17:01
KingCountyKirklandFredMeyerStoresTotemLake,King County,Kirkland,"Fred Meyer Stores, Totem Lake",https://www.fredmeyer.com/rx/guest/get-vaccinated,"12221 120th Ave NE|Kirkland, WA 98034|",425-820-3233,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyKirklandQFC,King County,Kirkland,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"11224 NE 124TH ST|Kirkland, WA 98034",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountyLakeCityFredMeyerStoresLakeCity,King County,Lake City,"Fred Meyer Stores, Lake City",https://www.fredmeyer.com/rx/guest/get-vaccinated,"13000 Lake City Way NE|Lake City, WA 98125|",206-440-5533,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyMapleValleyFredMeyerStoresMapleValley,King County,Maple Valley,"Fred Meyer Stores, Maple Valley",https://www.fredmeyer.com/rx/guest/get-vaccinated,"26520 Maple Valley Black Diamond Rd SE|Maple Valley, WA 98038|",425-433-2333,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyMercerIslandLakeWashingtonInternalMedicine,King County,Mercer Island,Lake Washington Internal Medicine,https://www.lwimclinic.com/,"8015 SE 28th St, Suite 310|Mercer Island, WA 98040",,vaccines@lwimclinic.com,Please visit our website for the latest information on scheduling and vaccine availability. Email us if you have questions.,2/9/21 17:01
KingCountyNewcastleSafewayPharmacy0558,King County,Newcastle,Safeway Pharmacy 0558,https://kordinator.mhealthcoach.net/vcl/NewcastleSafeway,"6911 Coal Creek Pkwy SE|Newcastle, WA 98059",,,"Appointments are required. Please schedule on our website.  If there are no dates listed, all appointments have been filled. Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyNorthBendQFC,King County,North Bend,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"460 E NORTH BEND WAY|North Bend, WA 98045",,,"Appointments are required. Please use this link to schedule. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountyNorthBendSafewayPharmacy1528,King County,North Bend,Safeway Pharmacy 1528,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyNorthBend,"460 SW Mt Si Blvd|North Bend, WA 98045",,,"Appointments are required. Please schedule on our website.  If there are no dates listed, all appointments have been filled. Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyRedmondCostcoPharmacy,King County,Redmond,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx9e07c/?&e_id=4995,"7725 188TH AVENUE NE|Redmond, WA 98052",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyRedmondDrGhislaineRobertMD,King County,Redmond,"Dr Ghislaine Robert, MD",,"8630 164th Ave NE|Suite 205|Redmond, WA 98052",,CovidSportsMD@GMAIL.COM,,2/9/21 17:01
KingCountyRedmondEvergreenInternists,King County,Redmond,Evergreen Internists,https://www.evergreenmd.com/,"2217 152nd Ave NE|Suite 100|Redmond, WA 98052|",425-825-3900,vaccine@evergreenmd.com,Please email for appointment.,2/9/21 17:01
KingCountyRedmondFredMeyerStoresRedmond,King County,Redmond,"Fred Meyer Stores, Redmond",https://www.fredmeyer.com/rx/guest/get-vaccinated,"17667 NE 76th Sst|Redmond, WA 98052|",425-556-8033,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyRedmondQFC,King County,Redmond,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"23475 NE NOVELTY HILL RD|Redmond, WA 98053",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountyRedmondQFC,King County,Redmond,QFC,https://www.qfc.com/i/coronavirus-update/vaccine,"8867 161ST NE|Redmond, WA 98052",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountyRentonFredMeyerStoresBensonPlaza,King County,Renton,"Fred Meyer Stores, Benson Plaza",https://www.fredmeyer.com/rx/guest/get-vaccinated,"17801 108th Ave. SE|Renton, WA 98055|",425-235-5383,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyRentonFredMeyerStoresRenton,King County,Renton,"Fred Meyer Stores, Renton",https://www.fredmeyer.com/rx/guest/get-vaccinated,"365 Renton Center Way SW|Renton, WA 98055|",425-204-5233,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyRentonPAINCAREPHYSICIANSPLLC,King County,Renton,PAIN CARE PHYSICIANS PLLC,https://www.anesispain.com/,"801 SW 16th Street|Suite 121|Renton, WA 98057|",(206) 538-6300,info@anesispain.com,,2/9/21 17:01
KingCountyRentonUWValleyMedicalCenter,King County,Renton,UW- Valley Medical Center,https://www.uwmedicine.org/,"400 South 43rd Street|Renton, WA 98055",,,"Due to low inventory, we are unable to schedule appointments at this time.",2/9/21 17:01
KingCountySeattleCostcoPharmacy,King County,Seattle,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx5hetv/?&e_id=4935,"4401 FOURTH AVE S.|Seattle, WA 98134",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountySeattleCostcoPharmacy,King County,Seattle,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctxymp9s/?&e_id=4997,"1175 NORTH 205th STREET|Seattle, WA 98133",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountySeattleFredHutchSCCACOVID19VaccineProgramSouthLakeUnion,King County,Seattle,Fred Hutch/SCCA COVID-19 Vaccine Program - South Lake Union,https://www.solvhealth.com/book-online/AM8450,"1100 Fairview Ave N|Seattle, WA 98109",,,"Vaccinating groups 1A and 1B (1st dose only). Appointments required. If no dates are listed, all appointments have been filled so please check back at a later date. Please schedule here.",2/9/21 17:01
KingCountySeattleFredMeyerStoresBallard,King County,Seattle,"Fred Meyer Stores, Ballard",https://www.fredmeyer.com/rx/guest/get-vaccinated,"915 NW 45th Street|Seattle, WA 98107|",206-297-4333,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountySeattleFredMeyerStoresGreenwood,King County,Seattle,"Fred Meyer Stores, Greenwood",https://www.fredmeyer.com/rx/guest/get-vaccinated,"100 NW 85th|Seattle, WA 98117|",206-781-2703,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountySeattleHARBORVIEWMEDICALCENTER,King County,Seattle,HARBORVIEW MEDICAL CENTER,https://www.uwmedicine.org/coronavirus/vaccine,"325 9th Ave.|Seattle, WA 98104",,,"Due to low inventory, we are unable to schedule appointments at this time.",2/9/21 17:01
KingCountySeattleICHSHollyParkMedicalandDental,King County,Seattle,ICHS - Holly Park Medical and Dental,https://www.ichs.com/appointment-for-the-covid-vaccine/,"3815 S Othello St|Seattle, WA 98118",,covidvaccination@ichs.com,We are currently vaccinating Phase 1A and 1B. Please visit our website to schedule an appointment.,2/9/21 17:01
KingCountySeattleQFC,King County,Seattle,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"2746 NE 45TH|Seattle, WA 98105",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountySeattleQFC,King County,Seattle,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"1531 NE 145TH|Seattle, WA 98155",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountySeattleQFC,King County,Seattle,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"9999 HOLMAN RD NW|Seattle, WA 98117",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountySeattleQFC,King County,Seattle,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"500 MERCER ST|Seattle, WA 98109",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountySeattleSafewayPharmacy1477,King County,Seattle,Safeway Pharmacy 1477,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyBallard,"1423 NW Market St|Seattle, WA 98107",,,"Appointments are required. Please schedule on our website.  If there are no dates listed, all appointments have been filled. Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountySeattleSafewayPharmacy1508,King County,Seattle,Safeway Pharmacy 1508,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyRainier,"3820 Rainier Ave S|Seattle, WA 98118",,,"Appointments are required. Please schedule on our website.  If there are no dates listed, all appointments have been filled. Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountySeattleSafewayPharmacy1993,King County,Seattle,Safeway Pharmacy 1993,https://www.mhealthcheckin.com/,"2201 E Madison St|Seattle, WA 98112",,,"Appointments are required. Please schedule on our website.  If there are no dates listed, all appointments have been filled. Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountySeattleSeaMarSeattle,King County,Seattle,Sea Mar - Seattle,https://www.seamar.org/covid-vaccine,"8720 14th Ave S|Seattle, WA 98108",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available",2/9/21 17:01
KingCountySeattleSeaMarSeattle,King County,Seattle,Sea Mar - Seattle,https://www.seamar.org/covid-vaccine%C2%A0,"9685 Des Moines Memorial Dr.|Seattle, WA 98108",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
KingCountySeattleSeaMarWhiteCenter,King County,Seattle,Sea Mar - White Center,https://www.seamar.org/covid-vaccine,"9650 15th Ave SW #100|Seattle, WA 98106",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available",2/9/21 17:01
KingCountySeattleSEATTLECHILDRENSHOSPITAL,King County,Seattle,SEATTLE CHILDREN'S HOSPITAL,https://www.seattlechildrens.org/,"4800 Sandpoint Way NE|M/S MB.5.420|Seattle, WA 98105",,,,2/9/21 17:01
KingCountySeattleSeattleInfectiousDiseaseClinic,King County,Seattle,Seattle Infectious Disease Clinic,https://www.seattleidc.com/,"509 Olive Way Ste 752|Seattle, WA 98101",,,We will list vaccine availability and contacts on the website.,2/9/21 17:01
KingCountySeattleSwedishCommunityCOVID19VaccinationClinicatSeattleUniversity,King County,Seattle,Swedish Community COVID-19 Vaccination Clinic at Seattle University,https://www.covidvaccineseattle.org/,"1001 E. James Way | Campion Hall|Seattle, WA 98122",,,Currently vaccinating all DOH-approved phases. Please visit our website,2/9/21 17:01
KingCountySeattleUWMedicalCenterNorthwest,King County,Seattle,UW Medical Center - Northwest,https://www.uwmedicine.org/coronavirus/vaccine,"1550  N 115th St|Seattle, WA 98113",,,"Due to low inventory, we are unable to schedule appointments at this time.",2/9/21 17:01
KingCountySeattleUWMEDICALCENTERMontlake,King County,Seattle,UW MEDICAL CENTER -Montlake,https://www.uwmedicine.org/coronavirus/vaccine,"1959 NE Pacific St.|Seattle, WA 98195",,,"Due to low inventory, we are unable to schedule appointments at this time.",2/9/21 17:01
KingCountySeattleVIRGINIAMASONDOWNTOWN,King County,Seattle,VIRGINIA MASON - DOWNTOWN,https://www.virginiamason.org/vaccinewaitlist,"925 Seneca St.|H3-PI|Seattle, WA 98101",H3-PI,,Please visit: Vaccine Wait List Registration (virginiamason.org),2/9/21 17:01
KingCountySeattleSeaMarCommunityHealthCenter,King County,Seattle,Sea Mar Community Health Center,https://www.seamar.org/king-medical-seattle.html,"8720 14th Ave South|Seattle , WA 98108|",206-762-3730,,"Appointments are required. Please visit this link to schedule.  If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountyShorelineICHSShoreline,King County,Shoreline,ICHS - Shoreline,https://www.ichs.com/appointment-for-the-covid-vaccine/,"16549 Aurora Ave N|Shoreline, WA 98133",,covidvaccination@ichs.com,We are currently vaccinating Phase 1A and 1B.  Please visit our website to schedule an appointment.,2/9/21 17:01
KingCountyShorelineQFC,King County,Shoreline,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"600 NW RICHMOND BEACH RD|Shoreline, WA 98177",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine.",2/9/21 17:01
KingCountySnoqualmieSnoqualmieValleyHospital,King County,Snoqualmie,Snoqualmie Valley Hospital,,"9801 Frontier Ave SE|Snoqualmie, WA 98065",,OccupationalHealth@SnoqualmieHospital.org,,2/9/21 17:01
KingCountyTukwilaCostcoPharmacy,King County,Tukwila,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx5myxq/?&e_id=4975,"400 COSTCO DRIVE|Tukwila, WA 97188",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyVashonSEAMARVASHON,King County,Vashon,SEA MAR - VASHON,https://www.seamar.org/covid-vaccine,"10030 SW 210th S|Vashon, WA 98070",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available.",2/9/21 17:01
KingCountyVashonVashonPharmacy,King County,Vashon,Vashon Pharmacy,https://hipaa.jotform.com/210070447790048,"17617 Vashon Highway SW|Vashon, WA 98070|",(206) 463-9118,vashonpharmacycovid@gmail.com,By appointment only.,2/9/21 17:01
KingCountyWoodinvilleCostcoPharmacy,King County,Woodinville,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx8554q/?&e_id=4979,"24008 SNOHOMISH-WDVILLE RD|Woodinville, WA 98072",24008 SNOHOMISH-WDVILLE RD,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
KingCountyWoodinvilleHaggenPharmacy,King County,Woodinville,Haggen Pharmacy,https://kordinator.mhealthcoach.net/vcl/HaggenPharmacyWoodinville,"17641 Garden Way NE|Woodinville, WA 98072",,,"Appointments are required. Please schedule on our website.  If there are no dates listed, all appointments have been filled. Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses.",2/9/21 17:01
